"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","mpnet-base","mpnet","base",0.995,15,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.995,15,2,0.805,0.713,0.756,0.608,340
"8_9","mpnet-base","mpnet","base",0.995,15,3,0.751,0.719,0.735,0.58,317
"8_9","mpnet-base","mpnet","base",0.995,15,4,0.687,0.801,0.74,0.586,433
"8_9","mpnet-base","mpnet","base",0.995,20,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.995,20,2,0.803,0.713,0.755,0.607,341
"8_9","mpnet-base","mpnet","base",0.995,20,3,0.749,0.722,0.735,0.582,319
"8_9","mpnet-base","mpnet","base",0.995,20,4,0.685,0.801,0.738,0.585,434
"8_9","mpnet-base","mpnet","base",0.995,25,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.995,25,2,0.803,0.713,0.755,0.607,341
"8_9","mpnet-base","mpnet","base",0.995,25,3,0.745,0.722,0.733,0.579,321
"8_9","mpnet-base","mpnet","base",0.995,25,4,0.685,0.801,0.738,0.585,434
"8_9","mpnet-base","mpnet","base",0.995,30,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.995,30,2,0.803,0.713,0.755,0.607,341
"8_9","mpnet-base","mpnet","base",0.995,30,3,0.745,0.722,0.733,0.579,321
"8_9","mpnet-base","mpnet","base",0.995,30,4,0.685,0.801,0.738,0.585,434
"8_9","mpnet-base","mpnet","base",0.999,3,1,0.699,0.801,0.747,0.596,426
"8_9","mpnet-base","mpnet","base",0.999,3,2,0.81,0.71,0.757,0.609,337
"8_9","mpnet-base","mpnet","base",0.999,3,3,0.776,0.692,0.732,0.577,295
"8_9","mpnet-base","mpnet","base",0.999,3,4,0.699,0.801,0.747,0.596,426
"8_9","mpnet-base","mpnet","base",0.999,5,1,0.697,0.801,0.745,0.594,427
"8_9","mpnet-base","mpnet","base",0.999,5,2,0.81,0.71,0.757,0.609,337
"8_9","mpnet-base","mpnet","base",0.999,5,3,0.772,0.707,0.738,0.585,303
"8_9","mpnet-base","mpnet","base",0.999,5,4,0.697,0.801,0.745,0.594,427
"8_9","mpnet-base","mpnet","base",0.999,10,1,0.692,0.801,0.743,0.59,430
"8_9","mpnet-base","mpnet","base",0.999,10,2,0.81,0.71,0.757,0.609,337
"8_9","mpnet-base","mpnet","base",0.999,10,3,0.763,0.719,0.74,0.588,312
"8_9","mpnet-base","mpnet","base",0.999,10,4,0.692,0.801,0.743,0.59,430
"8_9","mpnet-base","mpnet","base",0.999,15,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.999,15,2,0.81,0.71,0.757,0.609,337
"8_9","mpnet-base","mpnet","base",0.999,15,3,0.756,0.719,0.737,0.583,315
"8_9","mpnet-base","mpnet","base",0.999,15,4,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.999,20,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.999,20,2,0.81,0.71,0.757,0.609,337
"8_9","mpnet-base","mpnet","base",0.999,20,3,0.756,0.722,0.739,0.586,316
"8_9","mpnet-base","mpnet","base",0.999,20,4,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.999,25,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.999,25,2,0.81,0.71,0.757,0.609,337
"8_9","mpnet-base","mpnet","base",0.999,25,3,0.752,0.722,0.737,0.583,318
"8_9","mpnet-base","mpnet","base",0.999,25,4,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.999,30,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.999,30,2,0.81,0.71,0.757,0.609,337
"8_9","mpnet-base","mpnet","base",0.999,30,3,0.752,0.722,0.737,0.583,318
"8_9","mpnet-base","mpnet","base",0.999,30,4,0.69,0.801,0.741,0.589,431
