"model","mode","threshold","top_n","flag","scenario","precision","recall","f1","accuracy","codes_emitted","tp","fp","fn","sim_pairs_kept","icd9_with_any_sim"
"mpnet","absolute",0.5,25,4,"any of the three",0.366,0.547,0.439,0.281,1400,513,887,424,12500,350
"mpnet","absolute",0.5,30,1,"top cosine or top co-occurrence",0.718,0.42,0.53,0.361,549,394,155,543,12500,350
"mpnet","absolute",0.5,30,2,"top cosine or in both lists",0.35,0.537,0.424,0.269,1438,503,935,434,12500,350
"mpnet","absolute",0.5,30,3,"top co-occurrence or in both lists",0.322,0.485,0.387,0.24,1408,454,954,483,12500,350
"mpnet","absolute",0.5,30,4,"any of the three",0.349,0.56,0.43,0.274,1506,525,981,412,12500,350
"mpnet","absolute",0.6,3,1,"top cosine or top co-occurrence",0.728,0.407,0.522,0.353,523,381,142,556,3923,345
"mpnet","absolute",0.6,3,2,"top cosine or in both lists",0.764,0.386,0.513,0.345,474,362,112,575,3923,345
"mpnet","absolute",0.6,3,3,"top co-occurrence or in both lists",0.629,0.27,0.378,0.233,402,253,149,684,3923,345
"mpnet","absolute",0.6,3,4,"any of the three",0.686,0.424,0.524,0.355,579,397,182,540,3923,345
"mpnet","absolute",0.6,5,1,"top cosine or top co-occurrence",0.724,0.415,0.528,0.359,537,389,148,548,3923,345
"mpnet","absolute",0.6,5,2,"top cosine or in both lists",0.703,0.401,0.511,0.343,535,376,159,561,3923,345
"mpnet","absolute",0.6,5,3,"top co-occurrence or in both lists",0.585,0.306,0.402,0.252,491,287,204,650,3923,345
"mpnet","absolute",0.6,5,4,"any of the three",0.638,0.443,0.523,0.354,650,415,235,522,3923,345
"mpnet","absolute",0.6,10,1,"top cosine or top co-occurrence",0.721,0.416,0.528,0.358,541,390,151,547,3923,345
"mpnet","absolute",0.6,10,2,"top cosine or in both lists",0.619,0.427,0.505,0.338,646,400,246,537,3923,345
"mpnet","absolute",0.6,10,3,"top co-occurrence or in both lists",0.536,0.365,0.434,0.277,638,342,296,595,3923,345
"mpnet","absolute",0.6,10,4,"any of the three",0.575,0.47,0.517,0.349,765,440,325,497,3923,345
"mpnet","absolute",0.6,15,1,"top cosine or top co-occurrence",0.721,0.416,0.528,0.358,541,390,151,547,3923,345
"mpnet","absolute",0.6,15,2,"top cosine or in both lists",0.577,0.443,0.501,0.334,719,415,304,522,3923,345
"mpnet","absolute",0.6,15,3,"top co-occurrence or in both lists",0.51,0.396,0.446,0.287,727,371,356,566,3923,345
"mpnet","absolute",0.6,15,4,"any of the three",0.543,0.486,0.513,0.345,838,455,383,482,3923,345
"mpnet","absolute",0.6,20,1,"top cosine or top co-occurrence",0.721,0.419,0.53,0.361,545,393,152,544,3923,345
"mpnet","absolute",0.6,20,2,"top cosine or in both lists",0.549,0.459,0.5,0.333,783,430,353,507,3923,345
"mpnet","absolute",0.6,20,3,"top co-occurrence or in both lists",0.491,0.418,0.452,0.292,798,392,406,545,3923,345
"mpnet","absolute",0.6,20,4,"any of the three",0.521,0.502,0.511,0.343,902,470,432,467,3923,345
"mpnet","absolute",0.6,25,1,"top cosine or top co-occurrence",0.722,0.42,0.531,0.362,546,394,152,543,3923,345
"mpnet","absolute",0.6,25,2,"top cosine or in both lists",0.524,0.469,0.495,0.329,838,439,399,498,3923,345
"mpnet","absolute",0.6,25,3,"top co-occurrence or in both lists",0.471,0.431,0.45,0.291,857,404,453,533,3923,345
"mpnet","absolute",0.6,25,4,"any of the three",0.501,0.511,0.506,0.339,957,479,478,458,3923,345
"mpnet","absolute",0.6,30,1,"top cosine or top co-occurrence",0.722,0.42,0.531,0.362,546,394,152,543,3923,345
"mpnet","absolute",0.6,30,2,"top cosine or in both lists",0.501,0.476,0.488,0.323,890,446,444,491,3923,345
"mpnet","absolute",0.6,30,3,"top co-occurrence or in both lists",0.454,0.443,0.448,0.289,914,415,499,522,3923,345
"mpnet","absolute",0.6,30,4,"any of the three",0.482,0.519,0.5,0.333,1009,486,523,451,3923,345
"mpnet","absolute",0.7,3,1,"top cosine or top co-occurrence",0.74,0.401,0.52,0.352,508,376,132,561,1266,327
"mpnet","absolute",0.7,3,2,"top cosine or in both lists",0.844,0.346,0.491,0.325,384,324,60,613,1266,327
"mpnet","absolute",0.7,3,3,"top co-occurrence or in both lists",0.661,0.258,0.371,0.228,366,242,124,695,1266,327
"mpnet","absolute",0.7,3,4,"any of the three",0.72,0.407,0.52,0.351,529,381,148,556,1266,327
"mpnet","absolute",0.7,5,1,"top cosine or top co-occurrence",0.736,0.41,0.527,0.357,522,384,138,553,1266,327
"mpnet","absolute",0.7,5,2,"top cosine or in both lists",0.804,0.355,0.493,0.327,414,333,81,604,1266,327
"mpnet","absolute",0.7,5,3,"top co-occurrence or in both lists",0.639,0.289,0.398,0.249,424,271,153,666,1266,327
"mpnet","absolute",0.7,5,4,"any of the three",0.692,0.42,0.523,0.354,569,394,175,543,1266,327
"mpnet","absolute",0.7,10,1,"top cosine or top co-occurrence",0.732,0.411,0.526,0.357,526,385,141,552,1266,327
"mpnet","absolute",0.7,10,2,"top cosine or in both lists",0.742,0.369,0.493,0.327,466,346,120,591,1266,327
"mpnet","absolute",0.7,10,3,"top co-occurrence or in both lists",0.615,0.334,0.433,0.276,509,313,196,624,1266,327
"mpnet","absolute",0.7,10,4,"any of the three",0.653,0.435,0.522,0.354,625,408,217,529,1266,327
"mpnet","absolute",0.7,15,1,"top cosine or top co-occurrence",0.732,0.411,0.526,0.357,526,385,141,552,1266,327
"mpnet","absolute",0.7,15,2,"top cosine or in both lists",0.715,0.378,0.495,0.328,495,354,141,583,1266,327
"mpnet","absolute",0.7,15,3,"top co-occurrence or in both lists",0.605,0.358,0.45,0.29,554,335,219,602,1266,327
"mpnet","absolute",0.7,15,4,"any of the three",0.636,0.444,0.523,0.354,654,416,238,521,1266,327
"mpnet","absolute",0.7,20,1,"top cosine or top co-occurrence",0.732,0.414,0.529,0.36,530,388,142,549,1266,327
"mpnet","absolute",0.7,20,2,"top cosine or in both lists",0.699,0.39,0.501,0.334,522,365,157,572,1266,327
"mpnet","absolute",0.7,20,3,"top co-occurrence or in both lists",0.598,0.376,0.462,0.3,589,352,237,585,1266,327
"mpnet","absolute",0.7,20,4,"any of the three",0.626,0.456,0.528,0.358,682,427,255,510,1266,327
"mpnet","absolute",0.7,25,1,"top cosine or top co-occurrence",0.733,0.415,0.53,0.361,531,389,142,548,1266,327
"mpnet","absolute",0.7,25,2,"top cosine or in both lists",0.677,0.392,0.497,0.33,542,367,175,570,1266,327
"mpnet","absolute",0.7,25,3,"top co-occurrence or in both lists",0.583,0.382,0.462,0.3,614,358,256,579,1266,327
"mpnet","absolute",0.7,25,4,"any of the three",0.612,0.459,0.525,0.355,703,430,273,507,1266,327
"mpnet","absolute",0.7,30,1,"top cosine or top co-occurrence",0.733,0.415,0.53,0.361,531,389,142,548,1266,327
"mpnet","absolute",0.7,30,2,"top cosine or in both lists",0.658,0.395,0.494,0.328,562,370,192,567,1266,327
"mpnet","absolute",0.7,30,3,"top co-occurrence or in both lists",0.571,0.39,0.463,0.301,639,365,274,572,1266,327
"mpnet","absolute",0.7,30,4,"any of the three",0.599,0.462,0.522,0.353,723,433,290,504,1266,327
"mpnet","absolute",0.75,3,1,"top cosine or top co-occurrence",0.745,0.396,0.517,0.349,498,371,127,566,764,313
"mpnet","absolute",0.75,3,2,"top cosine or in both lists",0.906,0.329,0.483,0.318,340,308,32,629,764,313
"mpnet","absolute",0.75,3,3,"top co-occurrence or in both lists",0.686,0.258,0.375,0.231,353,242,111,695,764,313
"mpnet","absolute",0.75,3,4,"any of the three",0.743,0.401,0.521,0.352,506,376,130,561,764,313
"mpnet","absolute",0.75,5,1,"top cosine or top co-occurrence",0.74,0.404,0.523,0.354,512,379,133,558,764,313
"mpnet","absolute",0.75,5,2,"top cosine or in both lists",0.876,0.333,0.483,0.318,356,312,44,625,764,313
"mpnet","absolute",0.75,5,3,"top co-occurrence or in both lists",0.672,0.287,0.402,0.252,400,269,131,668,764,313
"mpnet","absolute",0.75,5,4,"any of the three",0.724,0.414,0.527,0.358,536,388,148,549,764,313
"mpnet","absolute",0.75,10,1,"top cosine or top co-occurrence",0.736,0.406,0.523,0.354,516,380,136,557,764,313
"mpnet","absolute",0.75,10,2,"top cosine or in both lists",0.82,0.345,0.486,0.32,394,323,71,614,764,313
"mpnet","absolute",0.75,10,3,"top co-occurrence or in both lists",0.656,0.33,0.439,0.281,471,309,162,628,764,313
"mpnet","absolute",0.75,10,4,"any of the three",0.692,0.427,0.528,0.359,578,400,178,537,764,313
"mpnet","absolute",0.75,15,1,"top cosine or top co-occurrence",0.736,0.406,0.523,0.354,516,380,136,557,764,313
"mpnet","absolute",0.75,15,2,"top cosine or in both lists",0.797,0.351,0.487,0.322,413,329,84,608,764,313
"mpnet","absolute",0.75,15,3,"top co-occurrence or in both lists",0.65,0.351,0.456,0.295,506,329,177,608,764,313
"mpnet","absolute",0.75,15,4,"any of the three",0.68,0.433,0.529,0.36,597,406,191,531,764,313
"mpnet","absolute",0.75,20,1,"top cosine or top co-occurrence",0.737,0.409,0.526,0.357,520,383,137,554,764,313
"mpnet","absolute",0.75,20,2,"top cosine or in both lists",0.784,0.361,0.494,0.328,431,338,93,599,764,313
"mpnet","absolute",0.75,20,3,"top co-occurrence or in both lists",0.647,0.367,0.468,0.306,532,344,188,593,764,313
"mpnet","absolute",0.75,20,4,"any of the three",0.674,0.443,0.535,0.365,616,415,201,522,764,313
"mpnet","absolute",0.75,25,1,"top cosine or top co-occurrence",0.737,0.41,0.527,0.358,521,384,137,553,764,313
"mpnet","absolute",0.75,25,2,"top cosine or in both lists",0.77,0.362,0.492,0.327,440,339,101,598,764,313
"mpnet","absolute",0.75,25,3,"top co-occurrence or in both lists",0.64,0.372,0.471,0.308,545,349,196,588,764,313
"mpnet","absolute",0.75,25,4,"any of the three",0.666,0.445,0.534,0.364,626,417,209,520,764,313
"mpnet","absolute",0.75,30,1,"top cosine or top co-occurrence",0.737,0.41,0.527,0.358,521,384,137,553,764,313
"mpnet","absolute",0.75,30,2,"top cosine or in both lists",0.754,0.364,0.491,0.325,452,341,111,596,764,313
"mpnet","absolute",0.75,30,3,"top co-occurrence or in both lists",0.632,0.379,0.474,0.31,562,355,207,582,764,313
"mpnet","absolute",0.75,30,4,"any of the three",0.657,0.447,0.532,0.362,638,419,219,518,764,313
"mpnet","absolute",0.8,3,1,"top cosine or top co-occurrence",0.748,0.375,0.5,0.333,469,351,118,586,479,275
"mpnet","absolute",0.8,3,2,"top cosine or in both lists",0.951,0.29,0.444,0.286,286,272,14,665,479,275
"mpnet","absolute",0.8,3,3,"top co-occurrence or in both lists",0.686,0.254,0.371,0.228,347,238,109,699,479,275
"mpnet","absolute",0.8,3,4,"any of the three",0.748,0.378,0.502,0.335,473,354,119,583,479,275
"mpnet","absolute",0.8,5,1,"top cosine or top co-occurrence",0.743,0.383,0.505,0.338,483,359,124,578,479,275
"mpnet","absolute",0.8,5,2,"top cosine or in both lists",0.926,0.295,0.447,0.288,298,276,22,661,479,275
"mpnet","absolute",0.8,5,3,"top co-occurrence or in both lists",0.679,0.28,0.396,0.247,386,262,124,675,479,275
"mpnet","absolute",0.8,5,4,"any of the three",0.733,0.391,0.51,0.342,499,366,133,571,479,275
"mpnet","absolute",0.8,10,1,"top cosine or top co-occurrence",0.739,0.384,0.505,0.338,487,360,127,577,479,275
"mpnet","absolute",0.8,10,2,"top cosine or in both lists",0.898,0.301,0.451,0.291,314,282,32,655,479,275
"mpnet","absolute",0.8,10,3,"top co-occurrence or in both lists",0.679,0.309,0.425,0.27,427,290,137,647,479,275
"mpnet","absolute",0.8,10,4,"any of the three",0.719,0.398,0.512,0.344,519,373,146,564,479,275
"mpnet","absolute",0.8,15,1,"top cosine or top co-occurrence",0.74,0.385,0.506,0.339,488,361,127,576,479,275
"mpnet","absolute",0.8,15,2,"top cosine or in both lists",0.887,0.303,0.452,0.292,320,284,36,653,479,275
"mpnet","absolute",0.8,15,3,"top co-occurrence or in both lists",0.683,0.327,0.442,0.284,448,306,142,631,479,275
"mpnet","absolute",0.8,15,4,"any of the three",0.715,0.401,0.514,0.346,526,376,150,561,479,275
"mpnet","absolute",0.8,20,1,"top cosine or top co-occurrence",0.74,0.388,0.509,0.342,492,364,128,573,479,275
"mpnet","absolute",0.8,20,2,"top cosine or in both lists",0.873,0.307,0.454,0.294,330,288,42,649,479,275
"mpnet","absolute",0.8,20,3,"top co-occurrence or in both lists",0.68,0.338,0.452,0.292,466,317,149,620,479,275
"mpnet","absolute",0.8,20,4,"any of the three",0.708,0.407,0.517,0.348,538,381,157,556,479,275
"mpnet","absolute",0.8,25,1,"top cosine or top co-occurrence",0.74,0.39,0.511,0.343,493,365,128,572,479,275
"mpnet","absolute",0.8,25,2,"top cosine or in both lists",0.86,0.308,0.454,0.294,336,289,47,648,479,275
"mpnet","absolute",0.8,25,3,"top co-occurrence or in both lists",0.676,0.344,0.456,0.295,476,322,154,615,479,275
"mpnet","absolute",0.8,25,4,"any of the three",0.703,0.409,0.517,0.348,545,383,162,554,479,275
"mpnet","absolute",0.8,30,1,"top cosine or top co-occurrence",0.74,0.39,0.511,0.343,493,365,128,572,479,275
"mpnet","absolute",0.8,30,2,"top cosine or in both lists",0.853,0.309,0.454,0.294,340,290,50,647,479,275
"mpnet","absolute",0.8,30,3,"top co-occurrence or in both lists",0.675,0.348,0.459,0.298,483,326,157,611,479,275
"mpnet","absolute",0.8,30,4,"any of the three",0.699,0.41,0.517,0.348,549,384,165,553,479,275
"mpnet","absolute",0.85,3,1,"top cosine or top co-occurrence",0.749,0.356,0.483,0.318,446,334,112,603,304,239
"mpnet","absolute",0.85,3,2,"top cosine or in both lists",0.971,0.253,0.401,0.251,244,237,7,700,304,239
"mpnet","absolute",0.85,3,3,"top co-occurrence or in both lists",0.679,0.247,0.362,0.221,340,231,109,706,304,239
"mpnet","absolute",0.85,3,4,"any of the three",0.748,0.359,0.485,0.32,449,336,113,601,304,239
"mpnet","absolute",0.85,5,1,"top cosine or top co-occurrence",0.743,0.365,0.49,0.324,460,342,118,595,304,239
"mpnet","absolute",0.85,5,2,"top cosine or in both lists",0.956,0.253,0.4,0.25,248,237,11,700,304,239
"mpnet","absolute",0.85,5,3,"top co-occurrence or in both lists",0.676,0.267,0.383,0.237,370,250,120,687,304,239
"mpnet","absolute",0.85,5,4,"any of the three",0.737,0.367,0.49,0.325,467,344,123,593,304,239
"mpnet","absolute",0.85,10,1,"top cosine or top co-occurrence",0.739,0.366,0.49,0.324,464,343,121,594,304,239
"mpnet","absolute",0.85,10,2,"top cosine or in both lists",0.944,0.254,0.4,0.25,252,238,14,699,304,239
"mpnet","absolute",0.85,10,3,"top co-occurrence or in both lists",0.684,0.291,0.408,0.257,399,273,126,664,304,239
"mpnet","absolute",0.85,10,4,"any of the three",0.728,0.369,0.49,0.325,475,346,129,591,304,239
"mpnet","absolute",0.85,15,1,"top cosine or top co-occurrence",0.74,0.367,0.491,0.325,465,344,121,593,304,239
"mpnet","absolute",0.85,15,2,"top cosine or in both lists",0.937,0.254,0.4,0.25,254,238,16,699,304,239
"mpnet","absolute",0.85,15,3,"top co-occurrence or in both lists",0.688,0.303,0.421,0.266,413,284,129,653,304,239
"mpnet","absolute",0.85,15,4,"any of the three",0.726,0.37,0.49,0.325,478,347,131,590,304,239
"mpnet","absolute",0.85,20,1,"top cosine or top co-occurrence",0.74,0.37,0.493,0.328,469,347,122,590,304,239
"mpnet","absolute",0.85,20,2,"top cosine or in both lists",0.93,0.256,0.401,0.251,258,240,18,697,304,239
"mpnet","absolute",0.85,20,3,"top co-occurrence or in both lists",0.689,0.313,0.43,0.274,425,293,132,644,304,239
"mpnet","absolute",0.85,20,4,"any of the three",0.724,0.375,0.494,0.328,485,351,134,586,304,239
"mpnet","absolute",0.85,25,1,"top cosine or top co-occurrence",0.74,0.371,0.494,0.329,470,348,122,589,304,239
"mpnet","absolute",0.85,25,2,"top cosine or in both lists",0.927,0.257,0.402,0.252,260,241,19,696,304,239
"mpnet","absolute",0.85,25,3,"top co-occurrence or in both lists",0.691,0.318,0.436,0.279,431,298,133,639,304,239
"mpnet","absolute",0.85,25,4,"any of the three",0.723,0.377,0.496,0.329,488,353,135,584,304,239
"mpnet","absolute",0.85,30,1,"top cosine or top co-occurrence",0.74,0.371,0.494,0.329,470,348,122,589,304,239
"mpnet","absolute",0.85,30,2,"top cosine or in both lists",0.924,0.258,0.403,0.253,262,242,20,695,304,239
"mpnet","absolute",0.85,30,3,"top co-occurrence or in both lists",0.693,0.322,0.44,0.282,436,302,134,635,304,239
"mpnet","absolute",0.85,30,4,"any of the three",0.722,0.378,0.496,0.33,490,354,136,583,304,239
"mpnet","absolute",0.9,3,1,"top cosine or top co-occurrence",0.743,0.334,0.461,0.3,421,313,108,624,212,194
"mpnet","absolute",0.9,3,2,"top cosine or in both lists",0.984,0.203,0.337,0.202,193,190,3,747,212,194
"mpnet","absolute",0.9,3,3,"top co-occurrence or in both lists",0.68,0.242,0.357,0.217,334,227,107,710,212,194
"mpnet","absolute",0.9,3,4,"any of the three",0.742,0.335,0.462,0.3,423,314,109,623,212,194
"mpnet","absolute",0.9,5,1,"top cosine or top co-occurrence",0.738,0.343,0.468,0.305,435,321,114,616,212,194
"mpnet","absolute",0.9,5,2,"top cosine or in both lists",0.979,0.203,0.336,0.202,194,190,4,747,212,194
"mpnet","absolute",0.9,5,3,"top co-occurrence or in both lists",0.682,0.261,0.378,0.233,359,245,114,692,212,194
"mpnet","absolute",0.9,5,4,"any of the three",0.735,0.344,0.469,0.306,438,322,116,615,212,194
"mpnet","absolute",0.9,10,1,"top cosine or top co-occurrence",0.733,0.344,0.468,0.306,439,322,117,615,212,194
"mpnet","absolute",0.9,10,2,"top cosine or in both lists",0.979,0.203,0.336,0.202,194,190,4,747,212,194
"mpnet","absolute",0.9,10,3,"top co-occurrence or in both lists",0.694,0.283,0.402,0.251,382,265,117,672,212,194
"mpnet","absolute",0.9,10,4,"any of the three",0.731,0.345,0.469,0.306,442,323,119,614,212,194
"mpnet","absolute",0.9,15,1,"top cosine or top co-occurrence",0.734,0.345,0.469,0.306,440,323,117,614,212,194
"mpnet","absolute",0.9,15,2,"top cosine or in both lists",0.974,0.203,0.336,0.202,195,190,5,747,212,194
"mpnet","absolute",0.9,15,3,"top co-occurrence or in both lists",0.698,0.293,0.413,0.26,394,275,119,662,212,194
"mpnet","absolute",0.9,15,4,"any of the three",0.73,0.346,0.469,0.307,444,324,120,613,212,194
"mpnet","absolute",0.9,20,1,"top cosine or top co-occurrence",0.734,0.348,0.472,0.309,444,326,118,611,212,194
"mpnet","absolute",0.9,20,2,"top cosine or in both lists",0.974,0.203,0.336,0.202,195,190,5,747,212,194
"mpnet","absolute",0.9,20,3,"top co-occurrence or in both lists",0.701,0.3,0.42,0.266,401,281,120,656,212,194
"mpnet","absolute",0.9,20,4,"any of the three",0.73,0.349,0.472,0.309,448,327,121,610,212,194
"mpnet","absolute",0.9,25,1,"top cosine or top co-occurrence",0.735,0.349,0.473,0.31,445,327,118,610,212,194
"mpnet","absolute",0.9,25,2,"top cosine or in both lists",0.974,0.204,0.337,0.203,196,191,5,746,212,194
"mpnet","absolute",0.9,25,3,"top co-occurrence or in both lists",0.704,0.305,0.426,0.271,406,286,120,651,212,194
"mpnet","absolute",0.9,25,4,"any of the three",0.731,0.351,0.474,0.311,450,329,121,608,212,194
"mpnet","absolute",0.9,30,1,"top cosine or top co-occurrence",0.735,0.349,0.473,0.31,445,327,118,610,212,194
"mpnet","absolute",0.9,30,2,"top cosine or in both lists",0.974,0.204,0.337,0.203,196,191,5,746,212,194
"mpnet","absolute",0.9,30,3,"top co-occurrence or in both lists",0.707,0.308,0.429,0.273,409,289,120,648,212,194
"mpnet","absolute",0.9,30,4,"any of the three",0.731,0.351,0.474,0.311,450,329,121,608,212,194
"mpnet","absolute",0.92,3,1,"top cosine or top co-occurrence",0.736,0.321,0.447,0.288,409,301,108,636,188,176
"mpnet","absolute",0.92,3,2,"top cosine or in both lists",0.983,0.184,0.31,0.183,175,172,3,765,188,176
"mpnet","absolute",0.92,3,3,"top co-occurrence or in both lists",0.68,0.242,0.357,0.217,334,227,107,710,188,176
"mpnet","absolute",0.92,3,4,"any of the three",0.735,0.322,0.448,0.289,411,302,109,635,188,176
"mpnet","absolute",0.92,5,1,"top cosine or top co-occurrence",0.731,0.331,0.456,0.295,424,310,114,627,188,176
"mpnet","absolute",0.92,5,2,"top cosine or in both lists",0.977,0.184,0.31,0.183,176,172,4,765,188,176
"mpnet","absolute",0.92,5,3,"top co-occurrence or in both lists",0.682,0.26,0.376,0.232,358,244,114,693,188,176
"mpnet","absolute",0.92,5,4,"any of the three",0.728,0.332,0.456,0.295,427,311,116,626,188,176
"mpnet","absolute",0.92,10,1,"top cosine or top co-occurrence",0.727,0.332,0.456,0.295,428,311,117,626,188,176
"mpnet","absolute",0.92,10,2,"top cosine or in both lists",0.977,0.184,0.31,0.183,176,172,4,765,188,176
"mpnet","absolute",0.92,10,3,"top co-occurrence or in both lists",0.691,0.28,0.399,0.249,379,262,117,675,188,176
"mpnet","absolute",0.92,10,4,"any of the three",0.724,0.333,0.456,0.295,431,312,119,625,188,176
"mpnet","absolute",0.92,15,1,"top cosine or top co-occurrence",0.727,0.333,0.457,0.296,429,312,117,625,188,176
"mpnet","absolute",0.92,15,2,"top cosine or in both lists",0.972,0.184,0.309,0.183,177,172,5,765,188,176
"mpnet","absolute",0.92,15,3,"top co-occurrence or in both lists",0.694,0.288,0.407,0.256,389,270,119,667,188,176
"mpnet","absolute",0.92,15,4,"any of the three",0.723,0.334,0.457,0.296,433,313,120,624,188,176
"mpnet","absolute",0.92,20,1,"top cosine or top co-occurrence",0.727,0.336,0.46,0.299,433,315,118,622,188,176
"mpnet","absolute",0.92,20,2,"top cosine or in both lists",0.972,0.184,0.309,0.183,177,172,5,765,188,176
"mpnet","absolute",0.92,20,3,"top co-occurrence or in both lists",0.696,0.293,0.412,0.26,395,275,120,662,188,176
"mpnet","absolute",0.92,20,4,"any of the three",0.723,0.337,0.46,0.299,437,316,121,621,188,176
"mpnet","absolute",0.92,25,1,"top cosine or top co-occurrence",0.728,0.337,0.461,0.3,434,316,118,621,188,176
"mpnet","absolute",0.92,25,2,"top cosine or in both lists",0.972,0.185,0.311,0.184,178,173,5,764,188,176
"mpnet","absolute",0.92,25,3,"top co-occurrence or in both lists",0.7,0.299,0.419,0.265,400,280,120,657,188,176
"mpnet","absolute",0.92,25,4,"any of the three",0.724,0.339,0.462,0.301,439,318,121,619,188,176
"mpnet","absolute",0.92,30,1,"top cosine or top co-occurrence",0.728,0.337,0.461,0.3,434,316,118,621,188,176
"mpnet","absolute",0.92,30,2,"top cosine or in both lists",0.972,0.185,0.311,0.184,178,173,5,764,188,176
"mpnet","absolute",0.92,30,3,"top co-occurrence or in both lists",0.702,0.302,0.422,0.268,403,283,120,654,188,176
"mpnet","absolute",0.92,30,4,"any of the three",0.724,0.339,0.462,0.301,439,318,121,619,188,176
"mpnet","absolute",0.95,3,1,"top cosine or top co-occurrence",0.722,0.297,0.421,0.266,385,278,107,659,145,143
"mpnet","absolute",0.95,3,2,"top cosine or in both lists",0.986,0.148,0.257,0.148,141,139,2,798,145,143
"mpnet","absolute",0.95,3,3,"top co-occurrence or in both lists",0.677,0.239,0.353,0.215,331,224,107,713,145,143
"mpnet","absolute",0.95,3,4,"any of the three",0.72,0.297,0.421,0.266,386,278,108,659,145,143
"mpnet","absolute",0.95,5,1,"top cosine or top co-occurrence",0.718,0.307,0.43,0.274,401,288,113,649,145,143
"mpnet","absolute",0.95,5,2,"top cosine or in both lists",0.986,0.148,0.257,0.148,141,139,2,798,145,143
"mpnet","absolute",0.95,5,3,"top co-occurrence or in both lists",0.679,0.255,0.371,0.228,352,239,113,698,145,143
"mpnet","absolute",0.95,5,4,"any of the three",0.716,0.307,0.43,0.274,402,288,114,649,145,143
"mpnet","absolute",0.95,10,1,"top cosine or top co-occurrence",0.714,0.308,0.43,0.274,405,289,116,648,145,143
"mpnet","absolute",0.95,10,2,"top cosine or in both lists",0.986,0.148,0.257,0.148,141,139,2,798,145,143
"mpnet","absolute",0.95,10,3,"top co-occurrence or in both lists",0.685,0.269,0.386,0.239,368,252,116,685,145,143
"mpnet","absolute",0.95,10,4,"any of the three",0.712,0.308,0.43,0.274,406,289,117,648,145,143
"mpnet","absolute",0.95,15,1,"top cosine or top co-occurrence",0.714,0.309,0.431,0.275,406,290,116,647,145,143
"mpnet","absolute",0.95,15,2,"top cosine or in both lists",0.986,0.148,0.257,0.148,141,139,2,798,145,143
"mpnet","absolute",0.95,15,3,"top co-occurrence or in both lists",0.691,0.276,0.394,0.246,375,259,116,678,145,143
"mpnet","absolute",0.95,15,4,"any of the three",0.713,0.309,0.431,0.275,407,290,117,647,145,143
"mpnet","absolute",0.95,20,1,"top cosine or top co-occurrence",0.715,0.313,0.435,0.278,410,293,117,644,145,143
"mpnet","absolute",0.95,20,2,"top cosine or in both lists",0.986,0.148,0.257,0.148,141,139,2,798,145,143
"mpnet","absolute",0.95,20,3,"top co-occurrence or in both lists",0.693,0.282,0.401,0.25,381,264,117,673,145,143
"mpnet","absolute",0.95,20,4,"any of the three",0.713,0.313,0.435,0.278,411,293,118,644,145,143
"mpnet","absolute",0.95,25,1,"top cosine or top co-occurrence",0.715,0.314,0.436,0.279,411,294,117,643,145,143
"mpnet","absolute",0.95,25,2,"top cosine or in both lists",0.986,0.148,0.257,0.148,141,139,2,798,145,143
"mpnet","absolute",0.95,25,3,"top co-occurrence or in both lists",0.694,0.283,0.402,0.251,382,265,117,672,145,143
"mpnet","absolute",0.95,25,4,"any of the three",0.714,0.314,0.436,0.279,412,294,118,643,145,143
"mpnet","absolute",0.95,30,1,"top cosine or top co-occurrence",0.715,0.314,0.436,0.279,411,294,117,643,145,143
"mpnet","absolute",0.95,30,2,"top cosine or in both lists",0.986,0.148,0.257,0.148,141,139,2,798,145,143
"mpnet","absolute",0.95,30,3,"top co-occurrence or in both lists",0.695,0.285,0.404,0.253,384,267,117,670,145,143
"mpnet","absolute",0.95,30,4,"any of the three",0.714,0.314,0.436,0.279,412,294,118,643,145,143
"mpnet","absolute",0.97,3,1,"top cosine or top co-occurrence",0.711,0.281,0.403,0.252,370,263,107,674,119,119
"mpnet","absolute",0.97,3,2,"top cosine or in both lists",0.991,0.123,0.219,0.123,116,115,1,822,119,119
"mpnet","absolute",0.97,3,3,"top co-occurrence or in both lists",0.677,0.237,0.351,0.213,328,222,106,715,119,119
"mpnet","absolute",0.97,3,4,"any of the three",0.711,0.281,0.403,0.252,370,263,107,674,119,119
"mpnet","absolute",0.97,5,1,"top cosine or top co-occurrence",0.707,0.291,0.412,0.26,386,273,113,664,119,119
"mpnet","absolute",0.97,5,2,"top cosine or in both lists",0.991,0.123,0.219,0.123,116,115,1,822,119,119
"mpnet","absolute",0.97,5,3,"top co-occurrence or in both lists",0.679,0.253,0.369,0.226,349,237,112,700,119,119
"mpnet","absolute",0.97,5,4,"any of the three",0.707,0.291,0.412,0.26,386,273,113,664,119,119
"mpnet","absolute",0.97,10,1,"top cosine or top co-occurrence",0.703,0.293,0.414,0.261,391,275,116,662,119,119
"mpnet","absolute",0.97,10,2,"top cosine or in both lists",0.991,0.123,0.219,0.123,116,115,1,822,119,119
"mpnet","absolute",0.97,10,3,"top co-occurrence or in both lists",0.684,0.266,0.383,0.237,364,249,115,688,119,119
"mpnet","absolute",0.97,10,4,"any of the three",0.703,0.293,0.414,0.261,391,275,116,662,119,119
"mpnet","absolute",0.97,15,1,"top cosine or top co-occurrence",0.704,0.295,0.416,0.262,392,276,116,661,119,119
